Months,Year,Month_Number,Ecological_State,State_Name,Environmental_Variable,Value
2008-11-01,2008,11,3,Prokaryote-dominated late-year state,PDO,-1.59
2008-12-01,2008,12,1,Diatom-associated early-year state,PDO,-1.31
2009-01-01,2009,1,1,Diatom-associated early-year state,PDO,-1.81
2009-02-01,2009,2,1,Diatom-associated early-year state,PDO,-1.78
2009-03-01,2009,3,1,Diatom-associated early-year state,PDO,-2.06
2009-04-01,2009,4,1,Diatom-associated early-year state,PDO,-2.23
2009-05-01,2009,5,2,Mixed-prokaryote mid-year state,PDO,-1.32
2009-06-01,2009,6,2,Mixed-prokaryote mid-year state,PDO,-0.73
2009-07-01,2009,7,2,Mixed-prokaryote mid-year state,PDO,-0.71
2009-08-01,2009,8,2,Mixed-prokaryote mid-year state,PDO,-0.49
2009-09-01,2009,9,3,Prokaryote-dominated late-year state,PDO,0.33
2009-10-01,2009,10,3,Prokaryote-dominated late-year state,PDO,-0.13
2009-11-01,2009,11,3,Prokaryote-dominated late-year state,PDO,-0.94
2009-12-01,2009,12,1,Diatom-associated early-year state,PDO,-0.51
2010-01-01,2010,1,1,Diatom-associated early-year state,PDO,0.05
2010-02-01,2010,2,1,Diatom-associated early-year state,PDO,0.25
2010-03-01,2010,3,1,Diatom-associated early-year state,PDO,-0.16
2010-04-01,2010,4,1,Diatom-associated early-year state,PDO,-0.04
2010-05-01,2010,5,1,Diatom-associated early-year state,PDO,-0.18
2010-06-01,2010,6,2,Mixed-prokaryote mid-year state,PDO,-0.79
2010-07-01,2010,7,2,Mixed-prokaryote mid-year state,PDO,-1.99
2010-08-01,2010,8,2,Mixed-prokaryote mid-year state,PDO,-2.21
2010-09-01,2010,9,3,Prokaryote-dominated late-year state,PDO,-2.45
2010-10-01,2010,10,3,Prokaryote-dominated late-year state,PDO,-1.6
2010-11-01,2010,11,3,Prokaryote-dominated late-year state,PDO,-1.57
2010-12-01,2010,12,3,Prokaryote-dominated late-year state,PDO,-2.04
2011-01-01,2011,1,1,Diatom-associated early-year state,PDO,-1.8
2011-02-01,2011,2,1,Diatom-associated early-year state,PDO,-1.46
2011-03-01,2011,3,1,Diatom-associated early-year state,PDO,-1.28
2011-04-01,2011,4,1,Diatom-associated early-year state,PDO,-1.02
2011-05-01,2011,5,2,Mixed-prokaryote mid-year state,PDO,-0.66
2011-06-01,2011,6,2,Mixed-prokaryote mid-year state,PDO,-1.08
2011-07-01,2011,7,2,Mixed-prokaryote mid-year state,PDO,-2.3
2011-08-01,2011,8,2,Mixed-prokaryote mid-year state,PDO,-2.37
2011-09-01,2011,9,3,Prokaryote-dominated late-year state,PDO,-2.5
2011-10-01,2011,10,3,Prokaryote-dominated late-year state,PDO,-1.92
2011-11-01,2011,11,3,Prokaryote-dominated late-year state,PDO,-2.95
2011-12-01,2011,12,1,Diatom-associated early-year state,PDO,-2.4
2012-01-01,2012,1,1,Diatom-associated early-year state,PDO,-1.85
2012-02-01,2012,2,3,Prokaryote-dominated late-year state,PDO,-1.35
2012-03-01,2012,3,3,Prokaryote-dominated late-year state,PDO,-1.66
2012-04-01,2012,4,1,Diatom-associated early-year state,PDO,-1.01
2012-05-01,2012,5,1,Diatom-associated early-year state,PDO,-2.12
2012-06-01,2012,6,2,Mixed-prokaryote mid-year state,PDO,-1.63
2012-07-01,2012,7,2,Mixed-prokaryote mid-year state,PDO,-2.4
2012-08-01,2012,8,2,Mixed-prokaryote mid-year state,PDO,-2.6
2012-09-01,2012,9,3,Prokaryote-dominated late-year state,PDO,-2.99
2012-10-01,2012,10,3,Prokaryote-dominated late-year state,PDO,-1.22
2012-11-01,2012,11,3,Prokaryote-dominated late-year state,PDO,-0.66
2012-12-01,2012,12,3,Prokaryote-dominated late-year state,PDO,-1.31
2013-01-01,2013,1,1,Diatom-associated early-year state,PDO,-1.1
2013-02-01,2013,2,3,Prokaryote-dominated late-year state,PDO,-1.42
2013-03-01,2013,3,3,Prokaryote-dominated late-year state,PDO,-1.48
2013-04-01,2013,4,1,Diatom-associated early-year state,PDO,-0.72
2013-05-01,2013,5,1,Diatom-associated early-year state,PDO,-0.4
2013-06-01,2013,6,2,Mixed-prokaryote mid-year state,PDO,-1.19
2013-07-01,2013,7,2,Mixed-prokaryote mid-year state,PDO,-1.34
2013-08-01,2013,8,2,Mixed-prokaryote mid-year state,PDO,-1.56
2013-09-01,2013,9,3,Prokaryote-dominated late-year state,PDO,-1.0
2013-10-01,2013,10,3,Prokaryote-dominated late-year state,PDO,-1.65
2013-11-01,2013,11,3,Prokaryote-dominated late-year state,PDO,-1.09
2013-12-01,2013,12,3,Prokaryote-dominated late-year state,PDO,-1.04
2014-01-01,2014,1,3,Prokaryote-dominated late-year state,PDO,-0.57
2014-02-01,2014,2,3,Prokaryote-dominated late-year state,PDO,-0.42
2014-03-01,2014,3,3,Prokaryote-dominated late-year state,PDO,0.3
2014-04-01,2014,4,1,Diatom-associated early-year state,PDO,0.36
2014-05-01,2014,5,1,Diatom-associated early-year state,PDO,1.27
2014-06-01,2014,6,2,Mixed-prokaryote mid-year state,PDO,-0.28
2014-07-01,2014,7,2,Mixed-prokaryote mid-year state,PDO,0.25
2014-08-01,2014,8,2,Mixed-prokaryote mid-year state,PDO,0.34
2014-09-01,2014,9,2,Mixed-prokaryote mid-year state,PDO,0.76
2014-10-01,2014,10,3,Prokaryote-dominated late-year state,PDO,1.43
2014-11-01,2014,11,3,Prokaryote-dominated late-year state,PDO,1.35
2014-12-01,2014,12,3,Prokaryote-dominated late-year state,PDO,1.86
2015-01-01,2015,1,3,Prokaryote-dominated late-year state,PDO,1.51
2015-02-01,2015,2,3,Prokaryote-dominated late-year state,PDO,1.52
2015-03-01,2015,3,3,Prokaryote-dominated late-year state,PDO,1.33
2015-04-01,2015,4,1,Diatom-associated early-year state,PDO,0.9
2015-05-01,2015,5,2,Mixed-prokaryote mid-year state,PDO,0.32
2015-06-01,2015,6,2,Mixed-prokaryote mid-year state,PDO,0.82
2015-07-01,2015,7,2,Mixed-prokaryote mid-year state,PDO,1.41
2015-08-01,2015,8,2,Mixed-prokaryote mid-year state,PDO,0.98
2015-09-01,2015,9,3,Prokaryote-dominated late-year state,PDO,0.97
2015-10-01,2015,10,3,Prokaryote-dominated late-year state,PDO,0.84
2015-11-01,2015,11,3,Prokaryote-dominated late-year state,PDO,0.17
2015-12-01,2015,12,3,Prokaryote-dominated late-year state,PDO,0.28
2016-01-01,2016,1,3,Prokaryote-dominated late-year state,PDO,0.75
2016-02-01,2016,2,3,Prokaryote-dominated late-year state,PDO,1.29
2016-03-01,2016,3,3,Prokaryote-dominated late-year state,PDO,1.56
2016-04-01,2016,4,3,Prokaryote-dominated late-year state,PDO,1.74
2016-05-01,2016,5,1,Diatom-associated early-year state,PDO,1.6
2016-06-01,2016,6,2,Mixed-prokaryote mid-year state,PDO,0.86
2016-07-01,2016,7,2,Mixed-prokaryote mid-year state,PDO,0.57
2016-08-01,2016,8,2,Mixed-prokaryote mid-year state,PDO,-0.63
2016-09-01,2016,9,2,Mixed-prokaryote mid-year state,PDO,-0.8
2016-10-01,2016,10,3,Prokaryote-dominated late-year state,PDO,-0.43
2016-11-01,2016,11,2,Mixed-prokaryote mid-year state,PDO,0.96
2016-12-01,2016,12,1,Diatom-associated early-year state,PDO,0.61
2017-01-01,2017,1,1,Diatom-associated early-year state,PDO,-0.05
2017-02-01,2017,2,1,Diatom-associated early-year state,PDO,-0.01
2017-03-01,2017,3,1,Diatom-associated early-year state,PDO,0.1
2017-04-01,2017,4,1,Diatom-associated early-year state,PDO,0.56
2017-05-01,2017,5,3,Prokaryote-dominated late-year state,PDO,0.45
2017-06-01,2017,6,2,Mixed-prokaryote mid-year state,PDO,0.35
2017-07-01,2017,7,2,Mixed-prokaryote mid-year state,PDO,-0.43
2017-08-01,2017,8,2,Mixed-prokaryote mid-year state,PDO,-0.62
2017-09-01,2017,9,3,Prokaryote-dominated late-year state,PDO,-0.18
2017-10-01,2017,10,2,Mixed-prokaryote mid-year state,PDO,-0.68
2017-11-01,2017,11,2,Mixed-prokaryote mid-year state,PDO,-0.59
2017-12-01,2017,12,1,Diatom-associated early-year state,PDO,-0.02
2018-01-01,2018,1,1,Diatom-associated early-year state,PDO,0.39
2018-02-01,2018,2,1,Diatom-associated early-year state,PDO,-0.08
2018-03-01,2018,3,1,Diatom-associated early-year state,PDO,-0.71
2018-04-01,2018,4,3,Prokaryote-dominated late-year state,PDO,-0.81
2018-05-01,2018,5,3,Prokaryote-dominated late-year state,PDO,-0.45
2018-06-01,2018,6,2,Mixed-prokaryote mid-year state,PDO,-0.65
2018-07-01,2018,7,2,Mixed-prokaryote mid-year state,PDO,-0.01
2018-08-01,2018,8,2,Mixed-prokaryote mid-year state,PDO,-0.24
2018-09-01,2018,9,3,Prokaryote-dominated late-year state,PDO,-0.35
2018-10-01,2018,10,3,Prokaryote-dominated late-year state,PDO,-0.57
2018-11-01,2018,11,2,Mixed-prokaryote mid-year state,PDO,-0.69
2018-12-01,2018,12,1,Diatom-associated early-year state,PDO,-0.21
2019-01-01,2019,1,1,Diatom-associated early-year state,PDO,-0.34
2019-02-01,2019,2,1,Diatom-associated early-year state,PDO,-0.72
2019-03-01,2019,3,1,Diatom-associated early-year state,PDO,-0.39
2019-04-01,2019,4,1,Diatom-associated early-year state,PDO,0.1
2019-05-01,2019,5,3,Prokaryote-dominated late-year state,PDO,0.26
2019-06-01,2019,6,2,Mixed-prokaryote mid-year state,PDO,-0.05
2019-07-01,2019,7,2,Mixed-prokaryote mid-year state,PDO,0.54
2019-08-01,2019,8,3,Prokaryote-dominated late-year state,PDO,0.01
2019-09-01,2019,9,3,Prokaryote-dominated late-year state,PDO,0.13
2019-10-01,2019,10,3,Prokaryote-dominated late-year state,PDO,-0.9
2019-11-01,2019,11,3,Prokaryote-dominated late-year state,PDO,-0.49
2019-12-01,2019,12,1,Diatom-associated early-year state,PDO,0.0
2020-01-01,2020,1,1,Diatom-associated early-year state,PDO,-1.41
2020-02-01,2020,2,1,Diatom-associated early-year state,PDO,-1.48
2020-03-01,2020,3,1,Diatom-associated early-year state,PDO,-1.75
2020-04-01,2020,4,3,Prokaryote-dominated late-year state,PDO,-1.32
2020-05-01,2020,5,2,Mixed-prokaryote mid-year state,PDO,-0.53
2020-06-01,2020,6,3,Prokaryote-dominated late-year state,PDO,-0.76
2020-07-01,2020,7,2,Mixed-prokaryote mid-year state,PDO,-0.92
2020-08-01,2020,8,2,Mixed-prokaryote mid-year state,PDO,-1.33
2020-09-01,2020,9,3,Prokaryote-dominated late-year state,PDO,-1.04
2020-10-01,2020,10,3,Prokaryote-dominated late-year state,PDO,-0.62
2020-11-01,2020,11,2,Mixed-prokaryote mid-year state,PDO,-1.59
2020-12-01,2020,12,1,Diatom-associated early-year state,PDO,-0.99
2021-01-01,2021,1,1,Diatom-associated early-year state,PDO,-0.61
2021-02-01,2021,2,1,Diatom-associated early-year state,PDO,-1.1
2021-03-01,2021,3,1,Diatom-associated early-year state,PDO,-1.68
2021-04-01,2021,4,3,Prokaryote-dominated late-year state,PDO,-1.85
2021-05-01,2021,5,3,Prokaryote-dominated late-year state,PDO,-2.01
2021-06-01,2021,6,2,Mixed-prokaryote mid-year state,PDO,-1.81
2021-07-01,2021,7,2,Mixed-prokaryote mid-year state,PDO,-1.96
2021-08-01,2021,8,3,Prokaryote-dominated late-year state,PDO,-0.94
2021-09-01,2021,9,3,Prokaryote-dominated late-year state,PDO,-1.96
2021-10-01,2021,10,3,Prokaryote-dominated late-year state,PDO,-3.11
2021-11-01,2021,11,2,Mixed-prokaryote mid-year state,PDO,-2.75
2021-12-01,2021,12,1,Diatom-associated early-year state,PDO,-2.71
2022-01-01,2022,1,1,Diatom-associated early-year state,PDO,-2.4
2022-02-01,2022,2,1,Diatom-associated early-year state,PDO,-1.91
2022-03-01,2022,3,3,Prokaryote-dominated late-year state,PDO,-1.67
2022-04-01,2022,4,3,Prokaryote-dominated late-year state,PDO,-2.1
2022-05-01,2022,5,3,Prokaryote-dominated late-year state,PDO,-2.25
2022-06-01,2022,6,2,Mixed-prokaryote mid-year state,PDO,-1.34
2022-07-01,2022,7,2,Mixed-prokaryote mid-year state,PDO,-2.62
2022-08-01,2022,8,3,Prokaryote-dominated late-year state,PDO,-2.38
2022-09-01,2022,9,3,Prokaryote-dominated late-year state,PDO,-2.29
2022-10-01,2022,10,3,Prokaryote-dominated late-year state,PDO,-1.8
2022-11-01,2022,11,2,Mixed-prokaryote mid-year state,PDO,-2.41
2022-12-01,2022,12,1,Diatom-associated early-year state,PDO,-2.21
2003-01-01,2003,1,1,Diatom-associated early-year state,NINO_3.4,0.98
2003-02-01,2003,2,1,Diatom-associated early-year state,NINO_3.4,0.64
2003-03-01,2003,3,1,Diatom-associated early-year state,NINO_3.4,0.48
2003-04-01,2003,4,1,Diatom-associated early-year state,NINO_3.4,-0.03
2003-05-01,2003,5,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.52
2003-06-01,2003,6,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.19
2003-07-01,2003,7,2,Mixed-prokaryote mid-year state,NINO_3.4,0.14
2003-08-01,2003,8,3,Prokaryote-dominated late-year state,NINO_3.4,0.05
2003-09-01,2003,9,3,Prokaryote-dominated late-year state,NINO_3.4,0.15
2003-10-01,2003,10,3,Prokaryote-dominated late-year state,NINO_3.4,0.46
2003-11-01,2003,11,3,Prokaryote-dominated late-year state,NINO_3.4,0.39
2003-12-01,2003,12,3,Prokaryote-dominated late-year state,NINO_3.4,0.32
2004-01-01,2004,1,1,Diatom-associated early-year state,NINO_3.4,0.26
2004-02-01,2004,2,1,Diatom-associated early-year state,NINO_3.4,0.17
2004-03-01,2004,3,1,Diatom-associated early-year state,NINO_3.4,-0.1
2004-04-01,2004,4,1,Diatom-associated early-year state,NINO_3.4,0.06
2004-05-01,2004,5,1,Diatom-associated early-year state,NINO_3.4,0.1
2004-06-01,2004,6,2,Mixed-prokaryote mid-year state,NINO_3.4,0.14
2004-07-01,2004,7,2,Mixed-prokaryote mid-year state,NINO_3.4,0.41
2004-08-01,2004,8,3,Prokaryote-dominated late-year state,NINO_3.4,0.66
2004-09-01,2004,9,3,Prokaryote-dominated late-year state,NINO_3.4,0.67
2004-10-01,2004,10,3,Prokaryote-dominated late-year state,NINO_3.4,0.73
2004-11-01,2004,11,3,Prokaryote-dominated late-year state,NINO_3.4,0.62
2004-12-01,2004,12,3,Prokaryote-dominated late-year state,NINO_3.4,0.71
2005-01-01,2005,1,1,Diatom-associated early-year state,NINO_3.4,0.56
2005-02-01,2005,2,1,Diatom-associated early-year state,NINO_3.4,0.26
2005-03-01,2005,3,1,Diatom-associated early-year state,NINO_3.4,0.28
2005-04-01,2005,4,1,Diatom-associated early-year state,NINO_3.4,0.28
2005-05-01,2005,5,2,Mixed-prokaryote mid-year state,NINO_3.4,0.3
2005-06-01,2005,6,2,Mixed-prokaryote mid-year state,NINO_3.4,0.22
2005-07-01,2005,7,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.01
2005-08-01,2005,8,3,Prokaryote-dominated late-year state,NINO_3.4,-0.04
2005-09-01,2005,9,3,Prokaryote-dominated late-year state,NINO_3.4,-0.08
2005-10-01,2005,10,3,Prokaryote-dominated late-year state,NINO_3.4,-0.15
2005-11-01,2005,11,3,Prokaryote-dominated late-year state,NINO_3.4,-0.44
2005-12-01,2005,12,1,Diatom-associated early-year state,NINO_3.4,-0.75
2006-01-01,2006,1,1,Diatom-associated early-year state,NINO_3.4,-0.98
2006-02-01,2006,2,1,Diatom-associated early-year state,NINO_3.4,-0.71
2006-03-01,2006,3,1,Diatom-associated early-year state,NINO_3.4,-0.73
2006-04-01,2006,4,1,Diatom-associated early-year state,NINO_3.4,-0.3
2006-05-01,2006,5,1,Diatom-associated early-year state,NINO_3.4,-0.11
2006-06-01,2006,6,2,Mixed-prokaryote mid-year state,NINO_3.4,0.09
2006-07-01,2006,7,2,Mixed-prokaryote mid-year state,NINO_3.4,0.03
2006-08-01,2006,8,2,Mixed-prokaryote mid-year state,NINO_3.4,0.37
2006-09-01,2006,9,3,Prokaryote-dominated late-year state,NINO_3.4,0.63
2006-10-01,2006,10,3,Prokaryote-dominated late-year state,NINO_3.4,0.76
2006-11-01,2006,11,3,Prokaryote-dominated late-year state,NINO_3.4,0.98
2006-12-01,2006,12,3,Prokaryote-dominated late-year state,NINO_3.4,1.1
2007-01-01,2007,1,1,Diatom-associated early-year state,NINO_3.4,0.59
2007-02-01,2007,2,1,Diatom-associated early-year state,NINO_3.4,0.12
2007-03-01,2007,3,1,Diatom-associated early-year state,NINO_3.4,-0.15
2007-04-01,2007,4,1,Diatom-associated early-year state,NINO_3.4,-0.16
2007-05-01,2007,5,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.39
2007-06-01,2007,6,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.16
2007-07-01,2007,7,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.37
2007-08-01,2007,8,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.57
2007-09-01,2007,9,3,Prokaryote-dominated late-year state,NINO_3.4,-1.04
2007-10-01,2007,10,3,Prokaryote-dominated late-year state,NINO_3.4,-1.4
2007-11-01,2007,11,3,Prokaryote-dominated late-year state,NINO_3.4,-1.58
2007-12-01,2007,12,1,Diatom-associated early-year state,NINO_3.4,-1.61
2008-01-01,2008,1,3,Prokaryote-dominated late-year state,NINO_3.4,-1.79
2008-02-01,2008,2,1,Diatom-associated early-year state,NINO_3.4,-1.7
2008-03-01,2008,3,1,Diatom-associated early-year state,NINO_3.4,-1.17
2008-04-01,2008,4,1,Diatom-associated early-year state,NINO_3.4,-0.89
2008-05-01,2008,5,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.64
2008-06-01,2008,6,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.44
2008-07-01,2008,7,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.04
2008-08-01,2008,8,3,Prokaryote-dominated late-year state,NINO_3.4,-0.04
2008-09-01,2008,9,3,Prokaryote-dominated late-year state,NINO_3.4,-0.28
2008-10-01,2008,10,3,Prokaryote-dominated late-year state,NINO_3.4,-0.3
2008-11-01,2008,11,3,Prokaryote-dominated late-year state,NINO_3.4,-0.37
2008-12-01,2008,12,1,Diatom-associated early-year state,NINO_3.4,-0.9
2009-01-01,2009,1,1,Diatom-associated early-year state,NINO_3.4,-1.0
2009-02-01,2009,2,1,Diatom-associated early-year state,NINO_3.4,-0.71
2009-03-01,2009,3,1,Diatom-associated early-year state,NINO_3.4,-0.72
2009-04-01,2009,4,1,Diatom-associated early-year state,NINO_3.4,-0.25
2009-05-01,2009,5,2,Mixed-prokaryote mid-year state,NINO_3.4,0.17
2009-06-01,2009,6,2,Mixed-prokaryote mid-year state,NINO_3.4,0.49
2009-07-01,2009,7,2,Mixed-prokaryote mid-year state,NINO_3.4,0.69
2009-08-01,2009,8,2,Mixed-prokaryote mid-year state,NINO_3.4,0.62
2009-09-01,2009,9,3,Prokaryote-dominated late-year state,NINO_3.4,0.68
2009-10-01,2009,10,3,Prokaryote-dominated late-year state,NINO_3.4,0.96
2009-11-01,2009,11,3,Prokaryote-dominated late-year state,NINO_3.4,1.49
2009-12-01,2009,12,1,Diatom-associated early-year state,NINO_3.4,1.81
2010-01-01,2010,1,1,Diatom-associated early-year state,NINO_3.4,1.43
2010-02-01,2010,2,1,Diatom-associated early-year state,NINO_3.4,1.18
2010-03-01,2010,3,1,Diatom-associated early-year state,NINO_3.4,1.07
2010-04-01,2010,4,1,Diatom-associated early-year state,NINO_3.4,0.56
2010-05-01,2010,5,1,Diatom-associated early-year state,NINO_3.4,-0.15
2010-06-01,2010,6,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.62
2010-07-01,2010,7,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.89
2010-08-01,2010,8,2,Mixed-prokaryote mid-year state,NINO_3.4,-1.33
2010-09-01,2010,9,3,Prokaryote-dominated late-year state,NINO_3.4,-1.56
2010-10-01,2010,10,3,Prokaryote-dominated late-year state,NINO_3.4,-1.65
2010-11-01,2010,11,3,Prokaryote-dominated late-year state,NINO_3.4,-1.57
2010-12-01,2010,12,3,Prokaryote-dominated late-year state,NINO_3.4,-1.63
2011-01-01,2011,1,1,Diatom-associated early-year state,NINO_3.4,-1.7
2011-02-01,2011,2,1,Diatom-associated early-year state,NINO_3.4,-1.26
2011-03-01,2011,3,1,Diatom-associated early-year state,NINO_3.4,-0.98
2011-04-01,2011,4,1,Diatom-associated early-year state,NINO_3.4,-0.74
2011-05-01,2011,5,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.53
2011-06-01,2011,6,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.25
2011-07-01,2011,7,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.23
2011-08-01,2011,8,2,Mixed-prokaryote mid-year state,NINO_3.4,-0.66
2011-09-01,2011,9,3,Prokaryote-dominated late-year state,NINO_3.4,-0.76
2011-10-01,2011,10,3,Prokaryote-dominated late-year state,NINO_3.4,-0.93
2011-11-01,2011,11,3,Prokaryote-dominated late-year state,NINO_3.4,-1.09
2011-12-01,2011,12,1,Diatom-associated early-year state,NINO_3.4,-1.05
2012-01-01,2012,1,1,Diatom-associated early-year state,NINO_3.4,-0.93
2012-02-01,2012,2,3,Prokaryote-dominated late-year state,NINO_3.4,-0.61
2012-03-01,2012,3,3,Prokaryote-dominated late-year state,NINO_3.4,-0.48
2012-04-01,2012,4,1,Diatom-associated early-year state,NINO_3.4,-0.29
2012-05-01,2012,5,1,Diatom-associated early-year state,NINO_3.4,-0.18
2012-06-01,2012,6,2,Mixed-prokaryote mid-year state,NINO_3.4,0.14
2012-07-01,2012,7,2,Mixed-prokaryote mid-year state,NINO_3.4,0.44
2012-08-01,2012,8,2,Mixed-prokaryote mid-year state,NINO_3.4,0.66
2012-09-01,2012,9,3,Prokaryote-dominated late-year state,NINO_3.4,0.44
